Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for , ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued ,Not issued rate for ATVs,Uniform visas applied for,"Total  uniform visas issued (including MEV) 
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas 
Italy,GEORGIA,TBILISSI,,,,,,401,366,240,65.6%,1,34,8.5%,401,367,34,8.5%
Italy,GERMANY,FRANKFURT/MAIN,,,,,,23,23,22,95.7%,,,,23,23,,
Italy,GHANA,ACCRA,,,,,,5806,3542,1548,43.7%,3,2261,38.9%,"5,806","3,545","2,261",38.9%
Italy,GREECE,ATHENS,,,,,,26,24,24,100.0%,,2,7.7%,26,24,2,7.7%
Italy,GUATEMALA,GUATEMALA CITY,,,,,,11,11,10,90.9%,,,,11,11,,
Italy,HONG KONG S.A.R.,HONG KONG,,,,,,1795,1786,313,17.5%,1,8,0.4%,"1,795","1,787",8,0.4%
Italy,HUNGARY,BUDAPEST,,,,,,1,1,1,100.0%,,,,1,1,,
Italy,INDIA,KOLKATA,,,,,,8938,7927,7913,99.8%,,1011,11.3%,"8,938","7,927","1,011",11.3%
Italy,INDIA,MUMBAI,,,,,,57663,53673,51422,95.8%,1,3989,6.9%,"57,663","53,674","3,989",6.9%
Italy,INDIA,NEW DELHI,,,,,,39029,31094,28466,91.5%,110,7825,20.0%,"39,029","31,204","7,825",20.0%
Italy,INDONESIA,JAKARTA,,,,,,24414,24171,21108,87.3%,1,242,1.0%,"24,414","24,172",242,1.0%
Italy,IRAN,TEHERAN,28,25,,3,10.7%,32777,23719,6976,29.4%,110,8948,27.3%,"32,805","23,854","8,951",27.3%
Italy,IRAQ,BAGHDAD,,,,,,4662,2998,1095,36.5%,111,1553,33.3%,"4,662","3,109","1,553",33.3%
Italy,IRAQ,ERBIL,,,,,,2031,964,358,37.1%,72,995,49.0%,"2,031","1,036",995,49.0%
Italy,IRELAND,DUBLIN,,,,,,1263,1200,721,60.1%,18,45,3.6%,"1,263","1,218",45,3.6%
Italy,ISRAEL,JERUSALEM,,,,,,2997,2853,456,16.0%,35,109,3.6%,"2,997","2,888",109,3.6%
Italy,ISRAEL,TEL AVIV,,,,,,696,663,279,42.1%,1,32,4.6%,696,664,32,4.6%
Italy,JAPAN,OSAKA,,,,,,576,576,576,100.0%,,,,576,576,,
Italy,JAPAN,TOKYO,,,,,,1973,1967,1967,100.0%,2,4,0.2%,"1,973","1,969",4,0.2%
Italy,JORDAN,AMMAN,,,,,,7271,5624,5360,95.3%,294,1353,18.6%,"7,271","5,918","1,353",18.6%
Italy,KAZAKHSTAN,ASTANA,,,,,,20009,18824,3369,17.9%,,1185,5.9%,"20,009","18,824","1,185",5.9%
Italy,KENYA,NAIROBI,,,,,,4218,3753,1772,47.2%,37,428,10.1%,"4,218","3,790",428,10.1%
Italy,KOSOVO,PRISTINA,,,,,,5657,4366,4086,93.6%,,1291,22.8%,"5,657","4,366","1,291",22.8%
Italy,KUWAIT,KUWAIT,,,,,,10380,9933,8911,89.7%,2,445,4.3%,"10,380","9,935",445,4.3%
Italy,LEBANON,BEIRUT,2,2,,,,22932,20297,15059,74.2%,645,1990,8.7%,"22,934","20,944","1,990",8.7%
Italy,LIBYA,TRIPOLI,,,,,,9849,7019,5826,83.0%,449,2381,24.2%,"9,849","7,468","2,381",24.2%
Italy,LITHUANIA,VILNIUS,,,,,,1,1,1,100.0%,,,,1,1,,
Italy,MALAYSIA,KUALA LUMPUR,,,,,,578,533,259,48.6%,,45,7.8%,578,533,45,7.8%
Italy,MALTA,VALETTA,,,,,,21,6,2,33.3%,15,,,21,21,,
Italy,MEXICO,MEXICO CITY,,,,,,207,206,203,98.5%,,1,0.5%,207,206,1,0.5%
Italy,MOLDOVA,CHISINAU,,,,,,264,238,195,81.9%,,26,9.8%,264,238,26,9.8%
Italy,MONGOLIA,ULAN BATOR,,,,,,925,809,137,16.9%,,116,12.5%,925,809,116,12.5%
Italy,MONTENEGRO,PODGORICA,,,,,,216,211,202,95.7%,,5,2.3%,216,211,5,2.3%
Italy,MOROCCO,CASABLANCA,,,,,,17232,13287,10633,80.0%,37,3908,22.7%,"17,232","13,324","3,908",22.7%
Italy,MOROCCO,RABAT,,,,,,4042,3361,2017,60.0%,1,680,16.8%,"4,042","3,362",680,16.8%
Italy,MOZAMBIQUE,MAPUTO,,,,,,1014,956,68,7.1%,,58,5.7%,"1,014",956,58,5.7%
Italy,MYANMAR,YANGON,,,,,,2274,2187,366,16.7%,,87,3.8%,"2,274","2,187",87,3.8%
Italy,NETHERLANDS,THE HAGUE,1,1,,,,3,3,2,66.7%,,,,4,4,,
Italy,NEW ZEALAND,WELLINGTON,,,,,,517,517,121,23.4%,,,,517,517,,
Italy,NICARAGUA,MANAGUA,,,,,,2,2,2,100.0%,,,,2,2,,
Italy,NIGERIA,ABUJA,,,,,,820,742,589,79.4%,70,8,1.0%,820,812,8,1.0%
Italy,NIGERIA,LAGOS,1,1,,,,12475,6665,4058,60.9%,52,5758,46.2%,"12,476","6,718","5,758",46.2%
Italy,NORTH MACEDONIA,SKOPJE,,,,,,242,241,173,71.8%,1,,,242,242,,
Italy,OMAN,MUSCAT,,,,,,2646,2530,2301,90.9%,3,113,4.3%,"2,646","2,533",113,4.3%
Italy,PAKISTAN,ISLAMABAD,,,,,,6695,3635,1213,33.4%,519,2541,38.0%,"6,695","4,154","2,541",38.0%
Italy,PAKISTAN,KARACHI,3,1,,2,66.7%,9006,7100,965,13.6%,2,1904,21.1%,"9,009","7,103","1,906",21.2%
Italy,PANAMA,PANAMA CITY,,,,,,5700,4175,1835,44.0%,,1525,26.8%,"5,700","4,175","1,525",26.8%
Italy,PARAGUAY,ASUNCION,,,,,,26,26,16,61.5%,,,,26,26,,
Italy,PERU,LIMA,,,,,,64,61,61,100.0%,,3,4.7%,64,61,3,4.7%
Italy,PHILIPPINES,MANILA,,,,,,23478,20925,16081,76.9%,,2553,10.9%,"23,478","20,925","2,553",10.9%
Italy,POLAND,WARSAW,,,,,,4,4,2,50.0%,,,,4,4,,
Italy,PORTUGAL,LISBON,,,,,,1,1,1,100.0%,,,,1,1,,
Italy,QATAR,DOHA,,,,,,6183,5705,4187,73.4%,8,470,7.6%,"6,183","5,713",470,7.6%
Italy,ROMANIA,BUCHAREST,,,,,,413,350,126,36.0%,,63,15.3%,413,350,63,15.3%
Italy,RUSSIAN FEDERATION,MOSCOW,,,,,,463224,454474,444270,97.8%,30,8720,1.9%,"463,224","454,504","8,720",1.9%
Italy,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,36141,35702,34340,96.2%,79,360,1.0%,"36,141","35,781",360,1.0%
Italy,SAN MARINO,SAN MARINO,,,,,,437,435,425,97.7%,,2,0.5%,437,435,2,0.5%
Italy,SAUDI ARABIA,JEDDAH,,,,,,12213,11291,11011,97.5%,,922,7.5%,"12,213","11,291",922,7.5%
Italy,SAUDI ARABIA,RIYADH,,,,,,"22,800","20,903","18,641",89.2%,26,"1,871",8.2%,"22,800","20,929","1,871",8.2%
Italy,SENEGAL,DAKAR,,,,,,"5,757","3,485","1,912",54.9%,5,"2,267",39.4%,"5,757","3,490","2,267",39.4%
Italy,SERBIA,BELGRADE,,,,,,419,409,353,86.3%,1,9,2.1%,419,410,9,2.1%
Italy,SINGAPORE,SINGAPORE,,,,,,"3,559","3,464","2,919",84.3%,,95,2.7%,"3,559","3,464",95,2.7%
Italy,SOUTH AFRICA,CAPE TOWN,,,,,,"13,235","12,707","12,634",99.4%,,528,4.0%,"13,235","12,707",528,4.0%
Italy,SOUTH AFRICA,JOHANNESBURG,,,,,,"29,453","28,750","28,693",99.8%,,703,2.4%,"29,453","28,750",703,2.4%
Italy,SOUTH AFRICA,PRETORIA,,,,,,"1,610","1,573","1,561",99.2%,,37,2.3%,"1,610","1,573",37,2.3%
Italy,SOUTH KOREA,SEOUL,,,,,,533,528,35,6.6%,,5,0.9%,533,528,5,0.9%
Italy,SPAIN,MADRID,,,,,,22,20,14,70.0%,,2,9.1%,22,20,2,9.1%
Italy,SRI LANKA,COLOMBO,1,1,,,,"5,859","4,476","1,133",25.3%,2,"1,381",23.6%,"5,860","4,479","1,381",23.6%
Italy,SUDAN,KHARTOUM,1,1,,,,"1,211","1,037",234,22.6%,41,133,11.0%,"1,212","1,079",133,11.0%
Italy,SWEDEN,STOCKHOLM,,,,,,27,25,25,100.0%,1,1,3.7%,27,26,1,3.7%
Italy,SWITZERLAND,GENEVA,,,,,,4,4,3,75.0%,,,,4,4,,
Italy,SWITZERLAND,LUGANO,,,,,,3,3,3,100.0%,,,,3,3,,
Italy,TAIWAN,TAIPEI,,,,,,200,197,186,94.4%,,3,1.5%,200,197,3,1.5%
Italy,TANZANIA,DAR ES SALAAM,,,,,,"1,901","1,420",196,13.8%,,481,25.3%,"1,901","1,420",481,25.3%
Italy,THAILAND,BANGKOK,,,,,,"37,391","36,571","8,124",22.2%,4,816,2.2%,"37,391","36,575",816,2.2%
Italy,TUNISIA,TUNIS,,,,,,"12,415","9,868","6,784",68.7%,28,"2,519",20.3%,"12,415","9,896","2,519",20.3%
Italy,TURKEY,ANKARA,,,,,,"11,358","10,354","10,195",98.5%,3,"1,001",8.8%,"11,358","10,357","1,001",8.8%
Italy,TURKEY,ISTANBUL,,,,,,"85,165","80,474","64,779",80.5%,91,"4,600",5.4%,"85,165","80,565","4,600",5.4%
Italy,TURKEY,IZMIR,,,,,,"17,101","16,409","9,841",60.0%,,692,4.0%,"17,101","16,409",692,4.0%
Italy,TURKMENISTAN,ASHGABAT,,,,,,"1,089","1,083",568,52.4%,,6,0.6%,"1,089","1,083",6,0.6%
Italy,UGANDA,KAMPALA,,,,,,"2,545","2,032","1,491",73.4%,3,510,20.0%,"2,545","2,035",510,20.0%
Italy,UKRAINE,KYIV,,,,,,"3,611","3,471","1,400",40.3%,1,139,3.8%,"3,611","3,472",139,3.8%
Italy,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"6,041","4,910","2,082",42.4%,1,"1,130",18.7%,"6,041","4,911","1,130",18.7%
Italy,UNITED ARAB EMIRATES,DUBAI,5,4,4,1,20.0%,"29,907","23,196","11,353",48.9%,2,"6,709",22.4%,"29,912","23,202","6,710",22.4%
Italy,UNITED KINGDOM,EDINBURGH,,,,,,825,811,54,6.7%,1,13,1.6%,825,812,13,1.6%
Italy,UNITED KINGDOM,LONDON,,,,,,"19,597","19,296","18,513",95.9%,3,298,1.5%,"19,597","19,299",298,1.5%
Italy,URUGUAY,MONTEVIDEO,2,2,,,,24,24,9,37.5%,,,,26,26,,
Italy,USA,"BOSTON, MA",1,1,,,,"1,219","1,213",261,21.5%,,6,0.5%,"1,220","1,214",6,0.5%
Italy,USA,"CHICAGO, IL",,,,,,"1,295","1,285","1,240",96.5%,1,9,0.7%,"1,295","1,286",9,0.7%
Italy,USA,"DETROIT, MI",,,,,,"1,092","1,084","1,083",99.9%,,8,0.7%,"1,092","1,084",8,0.7%
Italy,USA,"HOUSTON, TX",,,,,,"1,672","1,651","1,145",69.4%,,21,1.3%,"1,672","1,651",21,1.3%
Italy,USA,"LOS ANGELES, CA",,,,,,"1,502","1,478",443,30.0%,,24,1.6%,"1,502","1,478",24,1.6%
Italy,USA,"MIAMI, FL",,,,,,"1,767","1,699","1,125",66.2%,,68,3.8%,"1,767","1,699",68,3.8%
Italy,USA,"NEW YORK, NY",,,,,,"3,265","3,197",415,13.0%,2,66,2.0%,"3,265","3,199",66,2.0%
Italy,USA,"PHILADELPHIA, PA",,,,,,"1,468","1,457","1,457",100.0%,1,10,0.7%,"1,468","1,458",10,0.7%
Italy,USA,"SAN FRANCISCO, CA",,,,,,"2,981","2,961","2,958",99.9%,,20,0.7%,"2,981","2,961",20,0.7%
Italy,USA,"WASHINGTON, DC",,,,,,982,958,576,60.1%,,24,2.4%,982,958,24,2.4%
Italy,UZBEKISTAN,TASHKENT,,,,,,"3,105","2,774",566,20.4%,131,200,6.4%,"3,105","2,905",200,6.4%
Italy,VENEZUELA,CARACAS,,,,,,28,19,15,78.9%,,9,32.1%,28,19,9,32.1%
Italy,VIETNAM,HANOI,,,,,,"4,085","3,931",232,5.9%,53,101,2.5%,"4,085","3,984",101,2.5%
Italy,VIETNAM,HO CHI MINH,,,,,,"5,571","5,268",370,7.0%,1,302,5.4%,"5,571","5,269",302,5.4%
Italy,ZAMBIA,LUSAKA,,,,,,"1,013",950,184,19.4%,,63,6.2%,"1,013",950,63,6.2%
Italy,ZIMBABWE,HARARE,,,,,,"1,045","1,010",773,76.5%,,35,3.3%,"1,045","1,010",35,3.3%
Latvia,AZERBAIJAN,BAKU,,,,,,"3,470","3,203","1,256",39.2%,3,236,6.8%,"3,470","3,206",236,6.8%
Latvia,BELARUS,MINSK,,,,,,"33,197","32,937","28,195",85.6%,18,116,0.3%,"33,197","32,955",116,0.3%
Latvia,BELARUS,VITSYEBSK,,,,,,"25,700","25,426","18,077",71.1%,20,150,0.6%,"25,700","25,446",150,0.6%
Latvia,CANADA,OTTAWA,,,,,,39,39,26,66.7%,,,,39,39,,
Latvia,CHINA,BEIJING,,,,,,"2,170","2,075",596,28.7%,,64,2.9%,"2,170","2,075",64,2.9%
Latvia,EGYPT,CAIRO,,,,,,351,252,90,35.7%,1,74,21.1%,351,253,74,21.1%
Latvia,FRANCE,PARIS,,,,,,3,3,3,100.0%,,,,3,3,,
Latvia,GEORGIA,TBILISSI,,,,,,189,150,106,70.7%,1,35,18.5%,189,151,35,18.5%
Latvia,INDIA,NEW DELHI,,,,,,"1,873",991,186,18.8%,7,843,45.0%,"1,873",998,843,45.0%
Latvia,ISRAEL,TEL AVIV,,,,,,35,34,7,20.6%,1,,,35,35,,
Latvia,JAPAN,TOKYO,,,,,,15,13,,,,,,15,13,,
Latvia,KAZAKHSTAN,ASTANA,,,,,,"2,401","2,257",825,36.6%,4,134,5.6%,"2,401","2,261",134,5.6%
Latvia,RUSSIAN FEDERATION,KALININGRAD,,,,,,"6,937","6,903","5,288",76.6%,2,24,0.3%,"6,937","6,905",24,0.3%
Latvia,RUSSIAN FEDERATION,MOSCOW,,,,,,"57,334","56,621","48,724",86.1%,5,552,1.0%,"57,334","56,626",552,1.0%
Latvia,RUSSIAN FEDERATION,PSKOV,,,,,,"7,391","7,374","7,122",96.6%,,7,0.1%,"7,391","7,374",7,0.1%
Latvia,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"10,513","10,396","9,382",90.2%,,93,0.9%,"10,513","10,396",93,0.9%
Latvia,TURKEY,ANKARA,,,,,,"1,150","1,043",697,66.8%,,110,9.6%,"1,150","1,043",110,9.6%
Latvia,UKRAINE,KYIV,,,,,,"2,784","2,704","1,972",72.9%,1,75,2.7%,"2,784","2,705",75,2.7%
Latvia,UNITED ARAB EMIRATES,ABU DHABI,,,,,,752,385,105,27.3%,6,348,46.3%,752,391,348,46.3%
Latvia,UNITED KINGDOM,LONDON,,,,,,387,353,268,75.9%,8,20,5.2%,387,361,20,5.2%
Latvia,USA,"WASHINGTON, DC",,,,,,72,70,32,45.7%,1,1,1.4%,72,71,1,1.4%
Latvia,UZBEKISTAN,TASHKENT,,,,,,"4,946","4,399","1,316",29.9%,5,492,9.9%,"4,946","4,404",492,9.9%
Lithuania,ARMENIA,YEREVAN,,,,,,"7,712","7,043","2,883",40.9%,2,694,9.0%,"7,712","7,045",694,9.0%
Lithuania,AZERBAIJAN,BAKU,,,,,,"1,534","1,225",641,52.3%,,291,19.0%,"1,534","1,225",291,19.0%
Lithuania,BELARUS,GRODNO,,,,,,"34,845","34,672","32,293",93.1%,16,139,0.4%,"34,845","34,688",139,0.4%
Lithuania,BELARUS,MINSK,,,,,,"201,597","199,729","187,755",94.0%,60,443,0.2%,"201,597","199,789",443,0.2%
Lithuania,BRAZIL,SAO PAULO,,,,,,6,3,2,66.7%,,3,50.0%,6,3,3,50.0%
Lithuania,CANADA,OTTAWA,,,,,,21,20,11,55.0%,,1,4.8%,21,20,1,4.8%
Lithuania,CHINA,BEIJING,,,,,,"1,701","1,531",226,14.8%,1,171,10.1%,"1,701","1,532",171,10.1%
Lithuania,EGYPT,CAIRO,,,,,,602,415,140,33.7%,6,169,28.1%,602,421,169,28.1%
Lithuania,FRANCE,PARIS,,,,,,1,1,,,,,,1,1,,
Lithuania,GEORGIA,TBILISSI,,,,,,431,332,46,13.9%,1,83,19.3%,431,333,83,19.3%
Lithuania,INDIA,NEW DELHI,,,,,,"1,007",647,354,54.7%,12,345,34.3%,"1,007",659,345,34.3%
Lithuania,IRELAND,DUBLIN,,,,,,165,154,69,44.8%,1,3,1.8%,165,155,3,1.8%
Lithuania,ISRAEL,TEL AVIV,,,,,,36,33,17,51.5%,1,1,2.8%,36,34,1,2.8%
Lithuania,ITALY,ROME,,,,,,15,8,8,100.0%,,1,6.7%,15,8,1,6.7%
Lithuania,JAPAN,TOKYO,,,,,,37,35,6,17.1%,,1,2.7%,37,35,1,2.7%
Lithuania,KAZAKHSTAN,ALMATY,,,,,,"11,172","9,871","4,247",43.0%,19,"1,156",10.3%,"11,172","9,890","1,156",10.3%
Lithuania,KAZAKHSTAN,ASTANA,,,,,,"1,401","1,375",564,41.0%,,21,1.5%,"1,401","1,375",21,1.5%
Lithuania,LATVIA,RIGA,,,,,,2,1,,,,,,2,1,,
Lithuania,MOLDOVA,CHISINAU,,,,,,9,8,3,37.5%,,1,11.1%,9,8,1,11.1%
Lithuania,NORWAY,OSLO,,,,,,4,4,1,25.0%,,,,4,4,,
Lithuania,POLAND,WARSAW,,,,,,1,1,1,100.0%,,,,1,1,,
Lithuania,ROMANIA,BUCHAREST,,,,,,27,28,17,60.7%,,1,3.7%,27,28,1,3.7%
Lithuania,RUSSIAN FEDERATION,KALININGRAD,,,,,,"25,486","25,257","20,235",80.1%,,153,0.6%,"25,486","25,257",153,0.6%
Lithuania,RUSSIAN FEDERATION,MOSCOW,,,,,,"31,558","31,140","18,932",60.8%,4,375,1.2%,"31,558","31,144",375,1.2%
Lithuania,RUSSIAN FEDERATION,SOVETSK,,,,,,"12,071","11,995","10,202",85.1%,1,26,0.2%,"12,071","11,996",26,0.2%
Lithuania,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"13,212","13,021","11,029",84.7%,2,225,1.7%,"13,212","13,023",225,1.7%
Lithuania,SOUTH AFRICA,PRETORIA,,,,,,214,170,91,53.5%,,42,19.6%,214,170,42,19.6%
Lithuania,SWEDEN,STOCKHOLM,,,,,,5,4,4,100.0%,,,,5,4,,
Lithuania,TURKEY,ANKARA,,,,,,"1,185","1,016",576,56.7%,5,157,13.2%,"1,185","1,021",157,13.2%
Lithuania,UKRAINE,KYIV,,,,,,"5,380","5,154","3,672",71.2%,6,178,3.3%,"5,380","5,160",178,3.3%
Lithuania,UNITED KINGDOM,LONDON,,,,,,574,562,270,48.0%,2,10,1.7%,574,564,10,1.7%
Lithuania,USA,"CHICAGO, IL",,,,,,864,853,453,53.1%,5,1,0.1%,864,858,1,0.1%
Lithuania,USA,"LOS ANGELES, CA",,,,,,61,58,38,65.5%,1,2,3.3%,61,59,2,3.3%
Lithuania,USA,"NEW YORK, NY",,,,,,88,76,53,69.7%,5,7,8.0%,88,81,7,8.0%
Lithuania,USA,"WASHINGTON, DC",,,,,,35,34,23,67.6%,,1,2.9%,35,34,1,2.9%
Luxembourg,AUSTRIA,VIENNA,,,,,,2,2,2,100.0%,,,,2,2,,
Luxembourg,BELGIUM,BRUSSELS,,,,,,4,2,1,50.0%,,2,50.0%,4,2,2,50.0%
Luxembourg,CHINA,BEIJING,,,,,,"1,269","1,247",613,49.2%,1,21,1.7%,"1,269","1,248",21,1.7%
Luxembourg,CHINA,SHANGHAI,,,,,,972,931,605,65.0%,1,40,4.1%,972,932,40,4.1%
Luxembourg,CZECH REPUBLIC,PRAGUE,,,,,,2,2,1,50.0%,,,,2,2,,
Luxembourg,FRANCE,PARIS,,,,,,3,3,2,66.7%,,,,3,3,,
Luxembourg,GERMANY,BERLIN,,,,,,4,2,,,1,1,25.0%,4,3,1,25.0%
Luxembourg,GREECE,ATHENS,,,,,,4,4,4,100.0%,,,,4,4,,
Luxembourg,INDIA,NEW DELHI,,,,,,"2,283","2,122","1,960",92.4%,,161,7.1%,"2,283","2,122",161,7.1%
Luxembourg,ITALY,ROME,,,,,,32,27,2,7.4%,1,4,12.5%,32,28,4,12.5%
Luxembourg,JAPAN,TOKYO,,,,,,24,22,2,9.1%,1,1,4.2%,24,23,1,4.2%
Luxembourg,LUXEMBOURG,LUXEMBOURG,,,,,,39,37,24,64.9%,,2,5.1%,39,37,2,5.1%
Luxembourg,NETHERLANDS,THE HAGUE,,,,,,2,1,1,100.0%,,1,50.0%,2,1,1,50.0%
Luxembourg,POLAND,WARSAW,,,,,,13,13,7,53.8%,,,,13,13,,
Luxembourg,PORTUGAL,LISBON,1,,,,,6,5,4,80.0%,,1,16.7%,7,5,1,14.3%
Luxembourg,RUSSIAN FEDERATION,MOSCOW,,,,,,"2,856","2,813","2,528",89.9%,,43,1.5%,"2,856","2,813",43,1.5%
Luxembourg,SPAIN,MADRID,,,,,,1,1,,,,,,1,1,,
Luxembourg,SWITZERLAND,BERN,,,,,,6,6,,,,,,6,6,,
Luxembourg,THAILAND,BANGKOK,,,,,,463,450,209,46.4%,,13,2.8%,463,450,13,2.8%
Luxembourg,TURKEY,ANKARA,,,,,,"1,438","1,399","1,365",97.6%,2,37,2.6%,"1,438","1,401",37,2.6%
Luxembourg,UNITED ARAB EMIRATES,ABU DHABI,,,,,,433,377,304,80.6%,,56,12.9%,433,377,56,12.9%
Luxembourg,UNITED KINGDOM,LONDON,,,,,,528,519,405,78.0%,,9,1.7%,528,519,9,1.7%
Luxembourg,USA,"NEW YORK, NY",,,,,,163,159,155,97.5%,1,3,1.8%,163,160,3,1.8%
Luxembourg,USA,"SAN FRANCISCO, CA",,,,,,254,252,2,0.8%,,2,0.8%,254,252,2,0.8%
Luxembourg,USA,"WASHINGTON, DC",,,,,,75,71,69,97.2%,,4,5.3%,75,71,4,5.3%
Malta,ALGERIA,ALGIERS,,,,,,"3,717",433,148,34.2%,3,"3,226",86.8%,"3,717",436,"3,226",86.8%
Malta,AUSTRALIA,CANBERRA,,,,,,3,3,2,66.7%,,,,3,3,,
Malta,AUSTRALIA,MELBOURNE,,,,,,23,22,,,,,,23,22,,
Malta,AUSTRALIA,SYDNEY,,,,,,25,23,2,8.7%,5,,,25,28,,
Malta,CANADA,TORONTO,,,,,,60,50,5,10.0%,,6,10.0%,60,50,6,10.0%
Malta,CHINA,BEIJING,,,,,,"3,947","2,921",568,19.4%,35,918,23.3%,"3,947","2,956",918,23.3%
Malta,CHINA,SHANGHAI,,,,,,"2,660","2,242",110,4.9%,10,375,14.1%,"2,660","2,252",375,14.1%
Malta,EGYPT,CAIRO,,,,,,997,796,61,7.7%,14,161,16.1%,997,810,161,16.1%
Malta,INDIA,NEW DELHI,,,,,,"3,539","2,630",863,32.8%,52,809,22.9%,"3,539","2,682",809,22.9%
Malta,IRELAND,DUBLIN,,,,,,199,196,113,57.7%,,1,0.5%,199,196,1,0.5%
Malta,ISRAEL,TEL AVIV,,,,,,204,171,108,63.2%,11,26,12.7%,204,182,26,12.7%
Malta,KUWAIT,KUWAIT,,,,,,233,216,200,92.6%,,15,6.4%,233,216,15,6.4%
Malta,POLAND,WARSAW,,,,,,1,1,,,,,,1,1,,
Malta,RUSSIAN FEDERATION,MOSCOW,,,,,,"7,674","7,498","1,298",17.3%,7,33,0.4%,"7,674","7,505",33,0.4%
Malta,SAUDI ARABIA,RIYADH,,,,,,903,766,597,77.9%,8,97,10.7%,903,774,97,10.7%
Malta,SPAIN,MADRID,,,,,,3,3,3,100.0%,3,,,3,6,,
Malta,TUNISIA,TUNIS,,,,,,991,768,386,50.3%,14,203,20.5%,991,782,203,20.5%
Malta,TURKEY,ANKARA,,,,,,1,1,1,100.0%,,,,1,1,,
Malta,TURKEY,ISTANBUL,,,,,,"3,704","3,364","1,923",57.2%,10,259,7.0%,"3,704","3,374",259,7.0%
Malta,UNITED ARAB EMIRATES,ABU DHABI,,,,,,140,90,23,25.6%,,46,32.9%,140,90,46,32.9%
Malta,UNITED ARAB EMIRATES,DUBAI,,,,,,"1,331",782,451,57.7%,,434,32.6%,"1,331",782,434,32.6%
Malta,UNITED KINGDOM,LONDON,,,,,,"1,791","1,781",673,37.8%,19,,,"1,791","1,800",,
Malta,USA,"NEW YORK, NY",,,,,,75,69,19,27.5%,,,,75,69,,
Malta,USA,"WASHINGTON, DC",,,,,,110,105,57,54.3%,1,2,1.8%,110,106,2,1.8%
Netherlands,AFGHANISTAN,KABUL,,,,,,218,161,26,16.1%,51,,,218,212,,
Netherlands,ALGERIA,ALGIERS,,,,,,"5,861","2,714","2,166",79.8%,28,"3,485",59.5%,"5,861","2,742","3,485",59.5%
Netherlands,ANGOLA,LUANDA,12,8,8,,,557,329,312,94.8%,1,215,38.6%,569,338,215,37.8%
Netherlands,ARGENTINA,BUENOS AIRES,,,,,,40,37,34,91.9%,,2,5.0%,40,37,2,5.0%
Netherlands,AUSTRALIA,SYDNEY,2,2,2,,,"1,141",996,971,97.5%,2,117,10.3%,"1,143","1,000",117,10.2%
Netherlands,BAHRAIN,MANAMA,,,,,,3,,,,,3,100.0%,3,,3,100.0%
Netherlands,BANGLADESH,DHAKA,,,,,,11,11,9,81.8%,,,,11,11,,
Netherlands,BENIN,COTONOU,,,,,,314,213,189,88.7%,4,89,28.3%,314,217,89,28.3%
Netherlands,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,85,59,48,81.4%,,26,30.6%,85,59,26,30.6%
Netherlands,BRAZIL,SAO PAULO,3,1,1,,,97,70,65,92.9%,8,17,17.5%,100,79,17,17.0%
Netherlands,BULGARIA,SOFIA,4,4,3,,,177,128,109,85.2%,4,35,19.8%,181,136,35,19.3%
Netherlands,CANADA,OTTAWA,2,,,,,442,430,414,96.3%,2,5,1.1%,444,432,5,1.1%
Netherlands,CANADA,TORONTO,1,,,,,746,703,669,95.2%,5,27,3.6%,747,708,27,3.6%
Netherlands,CANADA,VANCOUVER,1,,,,,535,522,510,97.7%,1,8,1.5%,536,523,8,1.5%
Netherlands,CHILE,SANTIAGO DE CHILE,,,,,,45,33,33,100.0%,,11,24.4%,45,33,11,24.4%
Netherlands,CHINA,BEIJING,16,16,7,,,"40,023","38,565","29,851",77.4%,,"1,146",2.9%,"40,039","38,581","1,146",2.9%
Netherlands,CHINA,CHENGDU,,,,,,"1,865","1,836","1,783",97.1%,,23,1.2%,"1,865","1,836",23,1.2%
Netherlands,CHINA,GUANGZHOU (CANTON),3,3,3,,,"9,813","9,349","8,033",85.9%,1,432,4.4%,"9,816","9,353",432,4.4%
Netherlands,CHINA,SHANGHAI,1,1,,,,"20,374","19,777","14,993",75.8%,1,542,2.7%,"20,375","19,779",542,2.7%
Netherlands,CHINA,SHENYANG,,,,,,"1,469","1,384","1,342",97.0%,,80,5.4%,"1,469","1,384",80,5.4%
Netherlands,CHINA,WUHAN,,,,,,864,793,723,91.2%,,64,7.4%,864,793,64,7.4%
Netherlands,COLOMBIA,BOGOTA,2,2,,,,29,27,23,85.2%,,1,3.4%,31,29,1,3.2%
Netherlands,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,,,,,,81,14,5,35.7%,60,1,1.2%,81,74,1,1.2%
Netherlands,COSTA RICA,SAN JOSE,1,,,,,22,20,19,95.0%,,,,23,20,,
