Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for , ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued ,Not issued rate for ATVs,Uniform visas applied for,"Total  uniform visas issued (including MEV) 
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas 
Italy,CAMEROON,YAONDE,,,,,,"3,509","2,273",580,25.5%,103,"1,133",32.3%,"3,509","2,376","1,133",32.3%
Italy,CANADA,MONTREAL,,,,,,753,651,650,99.8%,83,19,2.5%,753,734,19,2.5%
Italy,CANADA,OTTAWA,,,,,,179,177,177,100.0%,,2,1.1%,179,177,2,1.1%
Italy,CANADA,TORONTO,,,,,,"1,962","1,950","1,945",99.7%,1,11,0.6%,"1,962","1,951",11,0.6%
Italy,CANADA,VANCOUVER,,,,,,"1,017","1,012",135,13.3%,,5,0.5%,"1,017","1,012",5,0.5%
Italy,CHILE,SANTIAGO DE CHILE,1,1,,,,213,208,202,97.1%,,5,2.3%,214,209,5,2.3%
Italy,CHINA,BEIJING,,,,,,"156,369","152,529","68,728",45.1%,10,"3,830",2.4%,"156,369","152,539","3,830",2.4%
Italy,CHINA,CHONGQING,,,,,,"44,656","42,998","7,210",16.8%,,"1,658",3.7%,"44,656","42,998","1,658",3.7%
Italy,CHINA,GUANGZHOU (CANTON),,,,,,"80,497","78,211","77,138",98.6%,1,"2,285",2.8%,"80,497","78,212","2,285",2.8%
Italy,CHINA,SHANGHAI,,,,,,"128,874","122,859","38,719",31.5%,1,"6,014",4.7%,"128,874","122,860","6,014",4.7%
Italy,COLOMBIA,BOGOTA,,,,,,58,57,42,73.7%,1,,,58,58,,
Italy,CONGO (BRAZZAVILLE),BRAZZAVILLE,,,,,,"1,341",942,295,31.3%,,399,29.8%,"1,341",942,399,29.8%
Italy,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,,,,,,598,479,210,43.8%,15,104,17.4%,598,494,104,17.4%
Italy,COSTA RICA,SAN JOSE,,,,,,13,13,13,100.0%,,,,13,13,,
Italy,COTE D'IVOIRE,ABIDJAN ,,,,,,"2,576","1,354",415,30.6%,,"1,222",47.4%,"2,576","1,354","1,222",47.4%
Italy,CROATIA,ZAGREB,,,,,,445,435,371,85.3%,2,8,1.8%,445,437,8,1.8%
Italy,CUBA,HAVANA,,,,,,"11,194","10,217","6,117",59.9%,4,973,8.7%,"11,194","10,221",973,8.7%
Italy,CYPRUS,NICOSIA,,,,,,837,788,277,35.2%,1,48,5.7%,837,789,48,5.7%
Italy,CZECH REPUBLIC,PRAGUE,,,,,,2,2,1,50.0%,,,,2,2,,
Italy,DENMARK,COPENHAGEN,,,,,,1,1,1,100.0%,,,,1,1,,
Italy,ECUADOR,QUITO,,,,,,"5,563","4,425","4,425",100.0%,,"1,138",20.5%,"5,563","4,425","1,138",20.5%
Italy,EGYPT,CAIRO,,,,,,"18,663","14,761","11,195",75.8%,315,"3,587",19.2%,"18,663","15,076","3,587",19.2%
Italy,EL SALVADOR,SAN SALVADOR,,,,,,5,5,3,60.0%,,,,5,5,,
Italy,ERITREA,ASMARA,1,1,,,,"2,331","1,206",657,54.5%,11,"1,114",47.8%,"2,332","1,218","1,114",47.8%
Italy,ETHIOPIA,ADDIS ABEBA,1,1,,,,"3,181","2,563",974,38.0%,59,559,17.6%,"3,182","2,623",559,17.6%
Italy,FINLAND,HELSINKI,,,,,,6,6,,,,,,6,6,,
Italy,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,SKOPJE,,,,,,182,180,118,65.6%,,2,1.1%,182,180,2,1.1%
Italy,FRANCE,PARIS,,,,,,33,31,17,54.8%,1,1,3.0%,33,32,1,3.0%
Italy,GABON,LIBREVILLE,,,,,,"1,447","1,205",240,19.9%,,242,16.7%,"1,447","1,205",242,16.7%
Italy,GEORGIA,TBILISSI,,,,,,"2,910","2,543",722,28.4%,,367,12.6%,"2,910","2,543",367,12.6%
Italy,GERMANY,FRANKFURT/MAIN,,,,,,31,30,27,90.0%,1,,,31,31,,
Italy,GHANA,ACCRA,,,,,,"5,185","3,016","1,486",49.3%,1,"2,168",41.8%,"5,185","3,017","2,168",41.8%
Italy,GREECE,ATHENS,,,,,,6,4,4,100.0%,1,1,16.7%,6,5,1,16.7%
Italy,GUATEMALA,GUATEMALA CITY,,,,,,8,8,7,87.5%,,,,8,8,,
Italy,HOLY SEE,VATICAN CITY,,,,,,1,1,1,100.0%,,,,1,1,,
Italy,HONG KONG S.A.R.,HONG KONG,,,,,,"1,540","1,533",268,17.5%,1,6,0.4%,"1,540","1,534",6,0.4%
Italy,HUNGARY,BUDAPEST,,,,,,1,1,,,,,,1,1,,
Italy,INDIA,KOLKATA,,,,,,"8,104","7,544","7,533",99.9%,,560,6.9%,"8,104","7,544",560,6.9%
Italy,INDIA,MUMBAI,,,,,,"51,062","47,300","35,291",74.6%,10,"3,752",7.3%,"51,062","47,310","3,752",7.3%
Italy,INDIA,NEW DELHI,,,,,,"29,336","23,841","21,253",89.1%,3,"5,492",18.7%,"29,336","23,844","5,492",18.7%
Italy,INDONESIA,JAKARTA,,,,,,"23,224","22,671","21,227",93.6%,,553,2.4%,"23,224","22,671",553,2.4%
Italy,IRAN,TEHERAN,19,19,,,,"37,987","30,904","9,822",31.8%,280,"6,803",17.9%,"38,006","31,203","6,803",17.9%
Italy,IRAQ,BAGHDAD,,,,,,"4,433","2,467",813,33.0%,134,"1,832",41.3%,"4,433","2,601","1,832",41.3%
Italy,IRAQ,ERBIL,,,,,,"2,291",950,356,37.5%,68,"1,273",55.6%,"2,291","1,018","1,273",55.6%
Italy,IRELAND,DUBLIN,,,,,,"1,134","1,107",451,40.7%,7,20,1.8%,"1,134","1,114",20,1.8%
Italy,ISRAEL,JERUSALEM,,,,,,"2,772","2,653",392,14.8%,59,60,2.2%,"2,772","2,712",60,2.2%
Italy,ISRAEL,TEL AVIV,,,,,,558,544,367,67.5%,,14,2.5%,558,544,14,2.5%
Italy,JAPAN,OSAKA,,,,,,487,484,484,100.0%,,3,0.6%,487,484,3,0.6%
Italy,JAPAN,TOKYO,,,,,,"1,844","1,840","1,840",100.0%,,4,0.2%,"1,844","1,840",4,0.2%
Italy,JORDAN,AMMAN,,,,,,"6,855","5,697","3,375",59.2%,105,"1,053",15.4%,"6,855","5,802","1,053",15.4%
Italy,KAZAKHSTAN,ASTANA,,,,,,"17,827","16,791","3,171",18.9%,,"1,036",5.8%,"17,827","16,791","1,036",5.8%
Italy,KENYA,NAIROBI,,,,,,"4,051","3,635","1,243",34.2%,21,395,9.8%,"4,051","3,656",395,9.8%
Italy,KOSOVO,PRISTINA,,,,,,"5,711","4,555","3,817",83.8%,,"1,156",20.2%,"5,711","4,555","1,156",20.2%
Italy,KUWAIT,KUWAIT,,,,,,"9,515","9,061","7,797",86.1%,14,440,4.6%,"9,515","9,075",440,4.6%
Italy,LEBANON,BEIRUT,17,17,,,,"24,139","21,148","18,277",86.4%,"1,386","1,605",6.6%,"24,156","22,551","1,605",6.6%
Italy,LIBYA,TRIPOLI,,,,,,"9,846","6,245","4,982",79.8%,325,"3,276",33.3%,"9,846","6,570","3,276",33.3%
Italy,MALAYSIA,KUALA LUMPUR,,,,,,554,521,247,47.4%,,33,6.0%,554,521,33,6.0%
Italy,MALTA,VALETTA,,,,,,57,37,35,94.6%,19,1,1.8%,57,56,1,1.8%
Italy,MEXICO,MEXICO CITY,6,6,1,,,246,244,229,93.9%,,2,0.8%,252,250,2,0.8%
Italy,MOLDOVA,CHISINAU,,,,,,278,235,173,73.6%,2,41,14.7%,278,237,41,14.7%
Italy,MONGOLIA,ULAN BATOR,,,,,,451,436,30,6.9%,,15,3.3%,451,436,15,3.3%
Italy,MONTENEGRO,PODGORICA,1,1,,,,261,251,247,98.4%,,10,3.8%,262,252,10,3.8%
Italy,MOROCCO,CASABLANCA,,,,,,"17,396","12,169","9,642",79.2%,98,"5,129",29.5%,"17,396","12,267","5,129",29.5%
Italy,MOROCCO,RABAT,,,,,,"3,449","2,987",622,20.8%,2,460,13.3%,"3,449","2,989",460,13.3%
Italy,MOZAMBIQUE,MAPUTO,,,,,,836,753,71,9.4%,,83,9.9%,836,753,83,9.9%
Italy,MYANMAR,YANGON,,,,,,"2,286","2,233",320,14.3%,,53,2.3%,"2,286","2,233",53,2.3%
Italy,NETHERLANDS,THE HAGUE,,,,,,3,2,2,100.0%,1,,,3,3,,
Italy,NEW ZEALAND,WELLINGTON,,,,,,418,417,78,18.7%,,1,0.2%,418,417,1,0.2%
Italy,NICARAGUA,MANAGUA,,,,,,10,10,6,60.0%,,,,10,10,,
Italy,NIGERIA,ABUJA,,,,,,174,120,120,100.0%,46,8,4.6%,174,166,8,4.6%
Italy,NIGERIA,LAGOS,,,,,,"12,590","3,960","2,782",70.3%,108,"8,522",67.7%,"12,590","4,068","8,522",67.7%
Italy,NORWAY,OSLO,,,,,,1,1,,,,,,1,1,,
Italy,OMAN,MUSCAT,,,,,,"1,997","1,964","1,962",99.9%,7,26,1.3%,"1,997","1,971",26,1.3%
Italy,PAKISTAN,ISLAMABAD,,,,,,"5,630","2,956",666,22.5%,349,"2,325",41.3%,"5,630","3,305","2,325",41.3%
Italy,PAKISTAN,KARACHI,,,,,,"6,471","4,944","1,159",23.4%,7,"1,520",23.5%,"6,471","4,951","1,520",23.5%
Italy,PANAMA,PANAMA CITY,,,,,,"4,767","3,120","1,609",51.6%,1,"1,646",34.5%,"4,767","3,121","1,646",34.5%
Italy,PARAGUAY,ASUNCION,,,,,,9,9,5,55.6%,,,,9,9,,
Italy,PERU,LIMA,,,,,,53,53,53,100.0%,,,,53,53,,
Italy,PHILIPPINES,MANILA,,,,,,"22,823","20,916","17,001",81.3%,1,"1,906",8.4%,"22,823","20,917","1,906",8.4%
Italy,POLAND,WARSAW,,,,,,14,12,12,100.0%,,2,14.3%,14,12,2,14.3%
Italy,PORTUGAL,LISBON,,,,,,3,3,2,66.7%,,,,3,3,,
Italy,QATAR,DOHA,,,,,,"6,288","5,854","3,995",68.2%,8,426,6.8%,"6,288","5,862",426,6.8%
Italy,ROMANIA,BUCHAREST,,,,,,472,361,116,32.1%,,111,23.5%,472,361,111,23.5%
Italy,RUSSIAN FEDERATION,MOSCOW,,,,,,"488,476","475,499","471,286",99.1%,47,"12,930",2.6%,"488,476","475,546","12,930",2.6%
Italy,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"53,357","52,314","51,717",98.9%,20,"1,023",1.9%,"53,357","52,334","1,023",1.9%
Italy,SAN MARINO,SAN MARINO,,,,,,525,522,498,95.4%,,3,0.6%,525,522,3,0.6%
Italy,SAUDI ARABIA,JEDDAH,,,,,,"11,883","11,017","10,460",94.9%,,866,7.3%,"11,883","11,017",866,7.3%
Italy,SAUDI ARABIA,RIYADH,,,,,,"23,655","21,811","19,228",88.2%,16,"1,828",7.7%,"23,655","21,827","1,828",7.7%
Italy,SENEGAL,DAKAR,,,,,,"6,627","3,696","1,720",46.5%,2,"2,929",44.2%,"6,627","3,698","2,929",44.2%
Italy,SERBIA,BELGRADE,,,,,,341,337,287,85.2%,2,2,0.6%,341,339,2,0.6%
Italy,SINGAPORE,SINGAPORE,,,,,,"3,633","3,570","2,641",74.0%,,63,1.7%,"3,633","3,570",63,1.7%
Italy,SOUTH AFRICA,CAPE TOWN,,,,,,"12,494","11,902","11,786",99.0%,,592,4.7%,"12,494","11,902",592,4.7%
Italy,SOUTH AFRICA,JOHANNESBURG,,,,,,"26,091","25,419","25,389",99.9%,,672,2.6%,"26,091","25,419",672,2.6%
Italy,SOUTH AFRICA,PRETORIA,,,,,,"1,349","1,312","1,309",99.8%,,37,2.7%,"1,349","1,312",37,2.7%
Italy,SOUTH KOREA,SEOUL,2,2,,,,445,441,57,12.9%,,4,0.9%,447,443,4,0.9%
Italy,SPAIN,MADRID,,,,,,14,14,12,85.7%,,,,14,14,,
Italy,SRI LANKA,COLOMBO,2,1,,1,50.0%,"7,830","6,620","1,900",28.7%,2,"1,208",15.4%,"7,832","6,623","1,209",15.4%
Italy,SUDAN,KHARTOUM,,,,,,"1,171","1,006",150,14.9%,43,122,10.4%,"1,171","1,049",122,10.4%
Italy,SWEDEN,STOCKHOLM,,,,,,35,34,33,97.1%,,1,2.9%,35,34,1,2.9%
Italy,SWITZERLAND,GENEVA,,,,,,11,6,5,83.3%,2,3,27.3%,11,8,3,27.3%
Italy,SWITZERLAND,LUGANO,,,,,,3,3,3,100.0%,,,,3,3,,
Italy,TAIWAN,TAIPEI,,,,,,141,141,79,56.0%,,,,141,141,,
Italy,TANZANIA,DAR ES SALAAM,,,,,,"2,100","1,548",185,12.0%,,552,26.3%,"2,100","1,548",552,26.3%
Italy,THAILAND,BANGKOK,,,,,,"32,489","31,759","7,348",23.1%,8,722,2.2%,"32,489","31,767",722,2.2%
Italy,TUNISIA,TUNIS,6,6,6,,,"14,952","12,171","9,005",74.0%,128,"2,653",17.7%,"14,958","12,305","2,653",17.7%
Italy,TURKEY,ANKARA,,,,,,"11,836","11,368","11,219",98.7%,3,465,3.9%,"11,836","11,371",465,3.9%
Italy,TURKEY,ISTANBUL,,,,,,"100,768","96,569","77,389",80.1%,280,"3,919",3.9%,"100,768","96,849","3,919",3.9%
Italy,TURKEY,IZMIR,,,,,,"19,000","18,214","13,895",76.3%,,786,4.1%,"19,000","18,214",786,4.1%
Italy,TURKMENISTAN,ASHGABAT,,,,,,729,727,364,50.1%,,2,0.3%,729,727,2,0.3%
Italy,UGANDA,KAMPALA,,,,,,"2,059","1,658","1,420",85.6%,11,390,18.9%,"2,059","1,669",390,18.9%
Italy,UKRAINE,KYIV,,,,,,"32,951","32,364","11,592",35.8%,4,583,1.8%,"32,951","32,368",583,1.8%
Italy,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"6,644","5,456","3,857",70.7%,2,"1,186",17.9%,"6,644","5,458","1,186",17.9%
Italy,UNITED ARAB EMIRATES,DUBAI,2,,,2,100.0%,"33,914","25,326","12,161",48.0%,5,"8,583",25.3%,"33,916","25,331","8,585",25.3%
Italy,UNITED KINGDOM,EDINBURGH,,,,,,937,926,423,45.7%,1,10,1.1%,937,927,10,1.1%
Italy,UNITED KINGDOM,LONDON,,,,,,"20,997","20,624","19,229",93.2%,3,370,1.8%,"20,997","20,627",370,1.8%
Italy,URUGUAY,MONTEVIDEO,,,,,,9,8,2,25.0%,,1,11.1%,9,8,1,11.1%
Italy,USA,"BOSTON, MA",,,,,,"1,142","1,138",286,25.1%,1,3,0.3%,"1,142","1,139",3,0.3%
Italy,USA,"CHICAGO, IL",,,,,,909,908,710,78.2%,,1,0.1%,909,908,1,0.1%
Italy,USA,"DETROIT, MI",,,,,,963,955,942,98.6%,,8,0.8%,963,955,8,0.8%
Italy,USA,"HOUSTON, TX",,,,,,"1,390","1,374",565,41.1%,,16,1.2%,"1,390","1,374",16,1.2%
Italy,USA,"LOS ANGELES, CA",,,,,,"1,530","1,519",602,39.6%,,11,0.7%,"1,530","1,519",11,0.7%
Italy,USA,"MIAMI, FL",,,,,,"1,694","1,625","1,070",65.8%,,69,4.1%,"1,694","1,625",69,4.1%
Italy,USA,"NEW YORK, NY",,,,,,"3,478","3,412",554,16.2%,,66,1.9%,"3,478","3,412",66,1.9%
Italy,USA,"PHILADELPHIA, PA",,,,,,"1,243","1,242","1,218",98.1%,,1,0.1%,"1,243","1,242",1,0.1%
Italy,USA,"SAN FRANCISCO, CA",,,,,,"2,583","2,571","2,569",99.9%,,12,0.5%,"2,583","2,571",12,0.5%
Italy,USA,"WASHINGTON, DC",,,,,,951,947,865,91.3%,,4,0.4%,951,947,4,0.4%
Italy,UZBEKISTAN,TASHKENT,,,,,,"3,643","3,396",633,18.6%,5,242,6.6%,"3,643","3,401",242,6.6%
Italy,VENEZUELA,CARACAS,1,,,1,100.0%,31,25,24,96.0%,,6,19.4%,32,25,7,21.9%
Italy,VENEZUELA,MARACAIBO,,,,,,2,2,2,100.0%,,,,2,2,,
Italy,VIETNAM,HANOI,,,,,,"3,434","3,139",227,7.2%,141,154,4.5%,"3,434","3,280",154,4.5%
Italy,VIETNAM,HO CHI MINH,,,,,,"4,918","4,493",455,10.1%,,425,8.6%,"4,918","4,493",425,8.6%
Italy,ZAMBIA,LUSAKA,,,,,,958,927,123,13.3%,1,30,3.1%,958,928,30,3.1%
Italy,ZIMBABWE,HARARE,,,,,,"1,066","1,008",876,86.9%,,58,5.4%,"1,066","1,008",58,5.4%
Latvia,AZERBAIJAN,BAKU,,,,,,"3,325","3,033","1,434",47.3%,,259,7.8%,"3,325","3,033",259,7.8%
Latvia,BELARUS,MINSK,,,,,,"35,647","35,518","27,567",77.6%,30,102,0.3%,"35,647","35,548",102,0.3%
Latvia,BELARUS,VITSYEBSK,,,,,,"24,379","24,117","18,203",75.5%,14,130,0.5%,"24,379","24,131",130,0.5%
Latvia,CANADA,OTTAWA,,,,,,36,36,20,55.6%,,,,36,36,,
Latvia,CHINA,BEIJING,,,,,,"2,206","2,167",468,21.6%,,54,2.4%,"2,206","2,167",54,2.4%
Latvia,EGYPT,CAIRO,,,,,,219,132,65,49.2%,5,86,39.3%,219,137,86,39.3%
Latvia,GEORGIA,TBILISSI,,,,,,"1,489","1,360",393,28.9%,,241,16.2%,"1,489","1,360",241,16.2%
Latvia,INDIA,NEW DELHI,,,,,,"1,852","1,335",332,24.9%,3,500,27.0%,"1,852","1,338",500,27.0%
Latvia,ISRAEL,TEL AVIV,,,,,,19,19,3,15.8%,,,,19,19,,
Latvia,JAPAN,TOKYO,,,,,,11,11,2,18.2%,,,,11,11,,
Latvia,KAZAKHSTAN,ASTANA,,,,,,"1,824","1,769",630,35.6%,3,37,2.0%,"1,824","1,772",37,2.0%
Latvia,RUSSIAN FEDERATION,KALININGRAD,,,,,,"7,750","7,696","5,706",74.1%,,49,0.6%,"7,750","7,696",49,0.6%
Latvia,RUSSIAN FEDERATION,MOSCOW,,,,,,"54,134","53,731","47,154",87.8%,3,318,0.6%,"54,134","53,734",318,0.6%
Latvia,RUSSIAN FEDERATION,PSKOV,,,,,,"7,722","7,717","7,493",97.1%,3,12,0.2%,"7,722","7,720",12,0.2%
Latvia,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"11,248","11,220","9,794",87.3%,,98,0.9%,"11,248","11,220",98,0.9%
Latvia,TURKEY,ANKARA,,,,,,"1,608","1,446",950,65.7%,44,107,6.7%,"1,608","1,490",107,6.7%
Latvia,UKRAINE,KYIV,,,,,,"8,656","8,643","5,050",58.4%,2,169,2.0%,"8,656","8,645",169,2.0%
Latvia,UNITED KINGDOM,LONDON,,,,,,479,441,359,81.4%,8,26,5.4%,479,449,26,5.4%
Latvia,USA,"WASHINGTON, DC",,,,,,74,70,31,44.3%,2,3,4.1%,74,72,3,4.1%
Latvia,UZBEKISTAN,TASHKENT,,,,,,"4,122","3,714","1,123",30.2%,14,388,9.4%,"4,122","3,728",388,9.4%
Lithuania,ARMENIA,YEREVAN,,,,,,"10,152","8,898","2,678",30.1%,,"1,220",12.0%,"10,152","8,898","1,220",12.0%
Lithuania,AZERBAIJAN,BAKU,,,,,,"1,834","1,395",675,48.4%,1,420,22.9%,"1,834","1,396",420,22.9%
Lithuania,BELARUS,GRODNO,,,,,,"35,146","34,328","32,376",94.3%,8,65,0.2%,"35,146","34,336",65,0.2%
Lithuania,BELARUS,MINSK,,,,,,"200,003","197,970","184,493",93.2%,78,347,0.2%,"200,003","198,048",347,0.2%
Lithuania,BELGIUM,BRUSSELS,,,,,,3,,,,3,,,3,3,,
Lithuania,BRAZIL,SAO PAULO,,,,,,8,8,,,,,,8,8,,
Lithuania,CANADA,OTTAWA,,,,,,17,17,13,76.5%,,,,17,17,,
Lithuania,CHINA,BEIJING,,,,,,"1,143",956,161,16.8%,,103,9.0%,"1,143",956,103,9.0%
Lithuania,EGYPT,CAIRO,,,,,,315,258,149,57.8%,3,52,16.5%,315,261,52,16.5%
Lithuania,GEORGIA,TBILISSI,,,,,,"1,399","1,144",426,37.2%,,255,18.2%,"1,399","1,144",255,18.2%
Lithuania,INDIA,NEW DELHI,,,,,,"1,361",912,460,50.4%,12,369,27.1%,"1,361",924,369,27.1%
Lithuania,IRELAND,DUBLIN,,,,,,171,165,72,43.6%,1,,,171,166,,
Lithuania,ISRAEL,TEL AVIV,,,,,,30,30,12,40.0%,,,,30,30,,
Lithuania,ITALY,ROME,,,,,,4,4,,,,,,4,4,,
Lithuania,JAPAN,TOKYO,,,,,,22,19,6,31.6%,,3,13.6%,22,19,3,13.6%
Lithuania,KAZAKHSTAN,ALMATY,,,,,,"15,071","14,241","5,824",40.9%,,774,5.1%,"15,071","14,241",774,5.1%
Lithuania,KAZAKHSTAN,ASTANA,,,,,,"1,779","1,734",933,53.8%,1,12,0.7%,"1,779","1,735",12,0.7%
Lithuania,LATVIA,RIGA,,,,,,2,,,,2,,,2,2,,
Lithuania,MOLDOVA,CHISINAU,,,,,,30,23,6,26.1%,,7,23.3%,30,23,7,23.3%
Lithuania,NORWAY,OSLO,,,,,,4,4,1,25.0%,,,,4,4,,
Lithuania,POLAND,WARSAW,,,,,,1,1,1,100.0%,,,,1,1,,
Lithuania,ROMANIA,BUCHAREST,,,,,,23,23,18,78.3%,,,,23,23,,
Lithuania,RUSSIAN FEDERATION,KALININGRAD,,,,,,"27,811","27,714","19,360",69.9%,2,83,0.3%,"27,811","27,716",83,0.3%
Lithuania,RUSSIAN FEDERATION,MOSCOW,,,,,,"34,167","33,684","18,747",55.7%,4,317,0.9%,"34,167","33,688",317,0.9%
Lithuania,RUSSIAN FEDERATION,SOVETSK,,,,,,"13,643","13,625","13,228",97.1%,,13,0.1%,"13,643","13,625",13,0.1%
Lithuania,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"18,171","17,899","12,121",67.7%,,216,1.2%,"18,171","17,899",216,1.2%
Lithuania,SOUTH AFRICA,PRETORIA,,,,,,218,187,79,42.2%,,28,12.8%,218,187,28,12.8%
Lithuania,SWEDEN,STOCKHOLM,,,,,,7,7,7,100.0%,,,,7,7,,
Lithuania,TURKEY,ANKARA,,,,,,"1,432","1,131",714,63.1%,1,116,8.1%,"1,432","1,132",116,8.1%
Lithuania,UKRAINE,KYIV,,,,,,"48,575","49,096","37,537",76.5%,4,518,1.1%,"48,575","49,100",518,1.1%
Lithuania,UNITED KINGDOM,LONDON,,,,,,525,518,371,71.6%,,8,1.5%,525,518,8,1.5%
Lithuania,USA,"CHICAGO, IL",,,,,,729,726,437,60.2%,3,,,729,729,,
Lithuania,USA,"LOS ANGELES, CA",,,,,,43,38,21,55.3%,2,3,7.0%,43,40,3,7.0%
Lithuania,USA,"NEW YORK, NY",,,,,,89,80,56,70.0%,4,2,2.2%,89,84,2,2.2%
Lithuania,USA,"WASHINGTON, DC",,,,,,38,37,29,78.4%,,1,2.6%,38,37,1,2.6%
Luxembourg,AUSTRIA,VIENNA,,,,,,4,3,2,66.7%,1,,,4,4,,
Luxembourg,BELGIUM,BRUSSELS,,,,,,1,1,,,,,,1,1,,
Luxembourg,CHINA,BEIJING,,,,,,"1,147","1,135",629,55.4%,1,11,1.0%,"1,147","1,136",11,1.0%
Luxembourg,CHINA,SHANGHAI,,,,,,830,785,610,77.7%,,45,5.4%,830,785,45,5.4%
Luxembourg,CZECH REPUBLIC,PRAGUE,,,,,,4,4,2,50.0%,,,,4,4,,
Luxembourg,DENMARK,COPENHAGEN,,,,,,1,1,,,1,,,1,2,,
Luxembourg,FRANCE,PARIS,,,,,,9,8,,,8,,,9,16,,
Luxembourg,GERMANY,BERLIN,,,,,,3,3,,,,,,3,3,,
Luxembourg,GREECE,ATHENS,,,,,,4,4,,,,,,4,4,,
Luxembourg,INDIA,NEW DELHI,,,,,,"1,738","1,541","1,408",91.4%,1,196,11.3%,"1,738","1,542",196,11.3%
Luxembourg,ITALY,ROME,,,,,,30,27,4,14.8%,3,,,30,30,,
Luxembourg,JAPAN,TOKYO,,,,,,14,14,5,35.7%,,,,14,14,,
Luxembourg,LUXEMBOURG,LUXEMBOURG,,,,,,37,27,17,63.0%,,10,27.0%,37,27,10,27.0%
Luxembourg,NETHERLANDS,THE HAGUE,,,,,,1,,,,,1,100.0%,1,,1,100.0%
Luxembourg,POLAND,WARSAW,,,,,,27,27,21,77.8%,,,,27,27,,
Luxembourg,PORTUGAL,LISBON,1,1,,,,25,25,4,16.0%,,,,26,26,,
Luxembourg,RUSSIAN FEDERATION,MOSCOW,,,,,,"3,025","2,997","2,738",91.4%,1,27,0.9%,"3,025","2,998",27,0.9%
Luxembourg,SPAIN,MADRID,,,,,,7,7,5,71.4%,,,,7,7,,
Luxembourg,SWITZERLAND,BERN,,,,,,2,2,,,,,,2,2,,
Luxembourg,SWITZERLAND,GENEVA,,,,,,3,3,,,,,,3,3,,
Luxembourg,THAILAND,BANGKOK,,,,,,355,349,157,45.0%,,6,1.7%,355,349,6,1.7%
Luxembourg,TURKEY,ANKARA,,,,,,"1,557","1,503","1,438",95.7%,1,53,3.4%,"1,557","1,504",53,3.4%
Luxembourg,UNITED ARAB EMIRATES,ABU DHABI,,,,,,236,226,194,85.8%,2,8,3.4%,236,228,8,3.4%
Luxembourg,UNITED KINGDOM,LONDON,,,,,,544,533,413,77.5%,1,10,1.8%,544,534,10,1.8%
Luxembourg,USA,"NEW YORK, NY",,,,,,137,134,127,94.8%,,3,2.2%,137,134,3,2.2%
Luxembourg,USA,"SAN FRANCISCO, CA",,,,,,202,199,199,100.0%,3,,,202,202,,
Luxembourg,USA,"WASHINGTON, DC",,,,,,61,60,57,95.0%,1,,,61,61,,
Malta,ALGERIA,ALGIERS,,,,,,"5,029",405,144,35.6%,1,"4,615",91.8%,"5,029",406,"4,615",91.8%
Malta,AUSTRALIA,CANBERRA,,,,,,7,7,6,85.7%,,,,7,7,,
Malta,AUSTRALIA,MELBOURNE,,,,,,17,16,3,18.8%,1,,,17,17,,
Malta,AUSTRALIA,SYDNEY,,,,,,17,17,14,82.4%,,,,17,17,,
Malta,AUSTRIA,VIENNA,,,,,,,,,,,,,,,,
Malta,CANADA,TORONTO,,,,,,26,24,7,29.2%,,2,7.7%,26,24,2,7.7%
Malta,CHINA,BEIJING,,,,,,"8,217","5,440",585,10.8%,7,"2,682",32.6%,"8,217","5,447","2,682",32.6%
Malta,CHINA,SHANGHAI,,,,,,"1,920","1,469",194,13.2%,6,423,22.0%,"1,920","1,475",423,22.0%
Malta,EGYPT,CAIRO,,,,,,"1,042",750,141,18.8%,5,280,26.9%,"1,042",755,280,26.9%
Malta,INDIA,NEW DELHI,,,,,,"1,994","1,519",805,53.0%,11,336,16.9%,"1,994","1,530",336,16.9%
Malta,IRELAND,DUBLIN,,,,,,194,192,56,29.2%,,1,0.5%,194,192,1,0.5%
Malta,ISRAEL,TEL AVIV,,,,,,161,141,98,69.5%,10,10,6.2%,161,151,10,6.2%
Malta,KUWAIT,KUWAIT,,,,,,352,333,305,91.6%,,19,5.4%,352,333,19,5.4%
Malta,PORTUGAL,LISBON,,,,,,3,3,,,,,,3,3,,
Malta,RUSSIAN FEDERATION,MOSCOW,,,,,,"9,161","8,984","1,049",11.7%,33,110,1.2%,"9,161","9,017",110,1.2%
Malta,SAUDI ARABIA,RIYADH,,,,,,"1,184","1,001",730,72.9%,9,165,13.9%,"1,184","1,010",165,13.9%
Malta,SPAIN,MADRID,,,,,,2,1,1,100.0%,,1,50.0%,2,1,1,50.0%
